,Player,Pos,Year,Week,Team,Opponent Abbrev,Date,H/A,OT,Team Score,Opponent Score,Spread,Over/Under,Actual Margin,Indoor/Outdoor,Surface,Weather,Temperature,Wind,Sk,Int,Int TD,FF,FR,Fum TD,QBHits,TFL,Oppt Int TD,Oppt Fum TD,Oppt Punt TD,Oppt Kick TD
28509,NO DST,DST,2019,7,NO,,10/20/2019,H,,,25,-4,37,11,outdoors,grass,"54 degrees, relative humidity 84%, wind 6 mph",54,6,2,0,0,2,2,0,7,4,0,0,0,1
28510,CIN DST,DST,2019,7,CIN,,10/20/2019,A,,,27,-4,44.5,-10,outdoors,grass,"70 degrees, relative humidity 63%, wind 2 mph",70,2,2,0,0,0,0,0,2,6,1,0,0,0
28511,JAX DST,DST,2019,7,JAX,,10/20/2019,H,,,17,4,44.5,10,outdoors,grass,"70 degrees, relative humidity 63%, wind 2 mph",70,2,2,3,1,1,2,0,7,6,0,0,0,0
28512,HOU DST,DST,2019,7,HOU,,10/20/2019,H,,,30,-1.5,46.5,-7,retractable roof (open),fieldturf,indoors,,,1,0,0,0,1,0,8,2,0,0,0,0
28513,IND DST,DST,2019,7,IND,,10/20/2019,A,,,23,1.5,46.5,7,retractable roof (open),fieldturf,indoors,,,3,2,0,0,0,0,6,6,0,0,0,0
28514,DAL DST,DST,2019,7,DAL,,10/20/2019,A,,,10,3,50,27,retractable roof (closed),fieldturf,indoors,,,3,1,0,2,4,0,5,5,0,0,0,0
28515,PHI DST,DST,2019,7,PHI,,10/20/2019,H,,,37,-3,50,-27,retractable roof (closed),fieldturf,indoors,,,3,1,0,1,0,0,3,2,0,0,0,0
28516,DET DST,DST,2019,7,DET,,10/20/2019,A,,,42,-2.5,43.5,-12,dome,fieldturf,indoors,,,0,0,0,2,0,0,3,4,0,0,0,0
28517,MIN DST,DST,2019,7,MIN,,10/20/2019,H,,,30,2.5,43.5,12,dome,fieldturf,indoors,,,2,1,0,0,1,0,4,3,0,0,0,0
28518,GB DST,DST,2019,7,GB,,10/20/2019,A,,,24,5.5,48,18,outdoors,grass,"55 degrees, relative humidity 74%, wind 6 mph",55,6,0,1,0,1,0,0,0,1,0,0,0,0
28519,OAK DST,DST,2019,7,OAK,,10/20/2019,H,,,42,-5.5,48,-18,outdoors,grass,"55 degrees, relative humidity 74%, wind 6 mph",55,6,1,0,0,0,0,0,3,2,0,0,0,0
28520,ARI DST,DST,2019,7,ARI,,10/20/2019,H,,,21,-3.5,49.5,6,outdoors,fieldturf ,"56 degrees, relative humidity 78%, wind 3 mph",56,3,8,1,0,3,2,0,12,7,0,0,0,0
28521,NYG DST,DST,2019,7,NYG,,10/20/2019,A,,,27,3.5,49.5,-6,outdoors,fieldturf ,"56 degrees, relative humidity 78%, wind 3 mph",56,3,2,0,0,0,1,0,1,5,0,0,0,0
28522,LAC DST,DST,2019,7,LAC,,10/20/2019,H,,,23,-3,42.5,-3,outdoors,grass,"77 degrees, relative humidity 40%, wind 2 mph",77,2,2,1,0,1,1,0,5,6,0,0,0,0
28523,TEN DST,DST,2019,7,TEN,,10/20/2019,A,,,20,3,42.5,3,outdoors,grass,"77 degrees, relative humidity 40%, wind 2 mph",77,2,1,0,0,2,3,0,5,4,0,0,0,0
28524,BAL DST,DST,2019,7,BAL,,10/20/2019,H,,,16,-3,49,14,outdoors,fieldturf,"50 degrees, relative humidity 79%, wind 8 mph",50,8,1,1,1,0,2,1,8,7,0,0,0,0
28525,SEA DST,DST,2019,7,SEA,,10/20/2019,A,,,30,3,49,-14,outdoors,fieldturf,"50 degrees, relative humidity 79%, wind 8 mph",50,8,1,0,0,1,0,0,1,3,1,1,0,0
28526,SF DST,DST,2019,7,SF,,10/20/2019,H,,,0,49,39,9,outdoors,grass,"55 degrees, relative humidity 93%, wind 12 mph",55,12,3,0,0,1,2,0,3,7,0,0,0,0
28527,WAS DST,DST,2019,7,WAS,,10/20/2019,A,,,9,-49,39,-9,outdoors,grass,"55 degrees, relative humidity 93%, wind 12 mph",55,12,2,1,0,0,0,0,4,4,0,0,0,0
28528,NE DST,DST,2019,7,NE,,10/21/2019,H,,,0,9.5,43,33,outdoors,fieldturf ,"58 degrees, relative humidity 73%, no wind",58,0,1,4,0,1,2,0,2,0,0,0,0,0
28529,NYJ DST,DST,2019,7,NYJ,,10/21/2019,A,,,33,-9.5,43,-33,outdoors,fieldturf ,"58 degrees, relative humidity 73%, no wind",58,0,0,1,0,0,0,0,3,7,0,0,0,0
28530,MIN DST,DST,2019,8,MIN,,10/24/2019,A,,,9,16.5,42,10,dome,sportturf,indoors,,,4,1,0,2,1,0,6,4,0,0,0,0
28531,WAS DST,DST,2019,8,WAS,,10/24/2019,H,,,19,-16.5,42,-10,dome,sportturf,indoors,,,3,0,0,1,2,0,4,4,0,0,0,0
28532,ATL DST,DST,2019,8,ATL,,10/27/2019,A,,,27,-7.5,48.5,-7,dome,fieldturf,indoors,,,2,0,0,0,0,0,4,3,0,0,0,0
28533,SEA DST,DST,2019,8,SEA,,10/27/2019,H,,,20,7.5,48.5,7,dome,fieldturf,indoors,,,2,1,0,2,2,0,7,4,0,0,0,0
28534,BUF DST,DST,2019,8,BUF,,10/27/2019,A,,,31,1,39.5,-18,outdoors,astroturf,"54 degrees, relative humidity 87%, wind 23 mph",54,23,3,0,0,2,3,0,5,9,0,0,0,0
28535,PHI DST,DST,2019,8,PHI,,10/27/2019,H,,,13,-1,39.5,18,outdoors,astroturf,"54 degrees, relative humidity 87%, wind 23 mph",54,23,4,0,0,3,2,0,9,4,0,0,0,0
28536,CHI DST,DST,2019,8,CHI,,10/27/2019,A,,,17,3.5,41,-1,outdoors,grass,"52 degrees, relative humidity 59%, wind 9 mph",52,9,1,1,0,0,0,0,6,1,0,0,0,0
28537,LAC DST,DST,2019,8,LAC,,10/27/2019,H,,,16,-3.5,41,1,outdoors,grass,"52 degrees, relative humidity 59%, wind 9 mph",52,9,3,1,0,0,1,0,4,6,0,0,0,0
28538,DEN DST,DST,2019,8,DEN,,10/27/2019,H,,,15,-6,41,-2,retractable roof (open),fieldturf,indoors,,,4,0,0,2,2,0,7,7,0,0,0,0
28539,IND DST,DST,2019,8,IND,,10/27/2019,A,,,13,6,41,2,retractable roof (open),fieldturf,indoors,,,3,0,0,1,0,0,4,6,0,0,0,0
28540,DET DST,DST,2019,8,DET,,10/27/2019,A,,,26,6.5,49,5,dome,fieldturf,indoors,,,3,0,0,2,1,1,6,4,0,0,0,0
28541,NYG DST,DST,2019,8,NYG,,10/27/2019,H,,,31,-6.5,49,-5,dome,fieldturf,indoors,,,4,1,0,1,2,0,6,6,0,1,0,0
28542,HOU DST,DST,2019,8,HOU,,10/27/2019,A,,,24,5,52,3,retractable roof (closed),grass,indoors,,,0,0,0,0,1,0,1,5,0,0,0,0
28543,OAK DST,DST,2019,8,OAK,,10/27/2019,H,,,27,-5,52,-3,retractable roof (closed),grass,indoors,,,3,0,0,1,0,0,4,6,0,0,0,0
28544,JAX DST,DST,2019,8,JAX,,10/27/2019,A,,,15,7,39.5,14,outdoors,grass,"57,833",,,8,3,0,1,2,0,13,7,0,0,0,0
28545,NYJ DST,DST,2019,8,NYJ,,10/27/2019,H,,,29,-7,39.5,-14,outdoors,grass,"57,833",,,2,0,0,2,1,0,5,7,0,0,0,0
28546,GB DST,DST,2019,8,GB,,10/27/2019,H,,,24,5,48,7,outdoors,astroturf,"54 degrees, relative humidity 60%, wind 5 mph",54,5,2,0,0,1,1,0,7,4,0,0,0,0
28547,KC DST,DST,2019,8,KC,,10/27/2019,A,,,31,-5,48,-7,outdoors,astroturf,"54 degrees, relative humidity 60%, wind 5 mph",54,5,5,0,0,0,0,0,12,4,0,0,0,0
28548,ARI DST,DST,2019,8,ARI,,10/27/2019,H,,,31,-12.5,47.5,-22,dome,astroturf,indoors,,,0,1,0,0,1,0,4,4,0,0,0,0
28549,NO DST,DST,2019,8,NO,,10/27/2019,A,,,9,12.5,47.5,22,dome,astroturf,indoors,,,3,0,0,0,0,0,2,5,0,0,0,0
28550,CLE DST,DST,2019,8,CLE,,10/27/2019,H,,,27,-9.5,43,-14,outdoors,grass,"49 degrees, relative humidity 91%, wind 11 mph",49,11,3,0,0,0,1,0,4,7,0,1,0,0
28551,NE DST,DST,2019,8,NE,,10/27/2019,A,,,13,9.5,43,14,outdoors,grass,"49 degrees, relative humidity 91%, wind 11 mph",49,11,5,1,0,1,2,1,7,4,0,0,0,0
28552,TB DST,DST,2019,8,TB,,10/27/2019,H,,,27,-2,45.5,-4,outdoors,grass,"59 degrees, relative humidity 67%, wind 3 mph",59,3,3,0,0,2,2,0,6,8,0,0,0,0
28553,TEN DST,DST,2019,8,TEN,,10/27/2019,A,,,23,2,45.5,4,outdoors,grass,"59 degrees, relative humidity 67%, wind 3 mph",59,3,3,2,0,2,3,0,6,4,0,0,0,0
28554,CIN DST,DST,2019,8,CIN,,10/27/2019,H,,,24,-12,48.5,-14,outdoors,grass,"48 degrees, relative humidity 69%, wind 5 mph",48,5,0,0,0,0,0,0,3,1,0,0,0,0
28555,LAR DST,DST,2019,8,LAR,,10/27/2019,A,,,10,12,48.5,14,outdoors,grass,"48 degrees, relative humidity 69%, wind 5 mph",48,5,5,0,0,0,0,0,7,5,0,0,0,0
28556,CAR DST,DST,2019,8,CAR,,10/27/2019,H,,,51,-49,41,-38,outdoors,grass,"66 degrees, relative humidity 20%, wind 19 mph",66,19,3,1,0,0,1,0,4,7,0,0,0,0
28557,SF DST,DST,2019,8,SF,,10/27/2019,A,,,13,49,41,38,outdoors,grass,"66 degrees, relative humidity 20%, wind 19 mph",66,19,7,3,0,0,0,0,9,9,0,0,0,0
28558,MIA DST,DST,2019,8,MIA,,10/28/2019,H,,,27,-14,44,-13,outdoors,grass,"59 degrees, relative humidity 50%, wind 2 mph",59,2,2,1,0,1,1,0,7,6,0,0,0,0
28559,PIT DST,DST,2019,8,PIT,,10/28/2019,A,,,14,14,44,13,outdoors,grass,"59 degrees, relative humidity 50%, wind 2 mph",59,2,4,2,0,3,3,0,10,2,0,0,0,0
28560,ARI DST,DST,2019,9,ARI,,10/31/2019,A,,,28,-49,43.5,-3,retractable roof (closed),grass,indoors,,,1,0,0,0,0,0,5,8,0,0,0,0
28561,SF DST,DST,2019,9,SF,,10/31/2019,H,,,25,49,43.5,3,retractable roof (closed),grass,indoors,,,3,0,0,0,0,0,3,5,0,0,0,0
28562,BUF DST,DST,2019,9,BUF,,11/3/2019,A,,,9,10.5,37,15,outdoors,astroturf,"42 degrees, relative humidity 56%, wind 18 mph",42,18,4,0,0,1,2,0,4,7,0,0,0,0
28563,WAS DST,DST,2019,9,WAS,,11/3/2019,H,,,24,-10.5,37,-15,outdoors,astroturf,"42 degrees, relative humidity 56%, wind 18 mph",42,18,2,0,0,1,1,0,2,6,0,0,0,0
28564,CAR DST,DST,2019,9,CAR,,11/3/2019,A,,,20,3.5,43,10,outdoors,grass,"58 degrees, relative humidity 34%, wind 5 mph",58,5,4,2,0,1,1,0,7,6,0,0,0,0
28565,TEN DST,DST,2019,9,TEN,,11/3/2019,H,,,30,-3.5,43,-10,outdoors,grass,"58 degrees, relative humidity 34%, wind 5 mph",58,5,3,1,0,0,0,0,6,5,0,0,0,0
28566,CLE DST,DST,2019,9,CLE,,11/3/2019,H,,,24,4,39,-5,outdoors,grass,"55 degrees, relative humidity 32%, wind 4 mph",55,4,3,0,0,1,1,0,5,6,0,0,0,0
28567,DEN DST,DST,2019,9,DEN,,11/3/2019,A,,,19,-4,39,5,outdoors,grass,"55 degrees, relative humidity 32%, wind 4 mph",55,4,2,0,0,0,0,0,4,6,0,0,0,0
28568,HOU DST,DST,2019,9,HOU,,11/3/2019,H,,,3,-1,46,23,outdoors,grass,"53 degrees, relative humidity 54%, wind 6 mph",53,6,4,2,0,3,2,0,5,3,0,0,0,0
28569,JAX DST,DST,2019,9,JAX,,11/3/2019,A,,,26,1,46,-23,outdoors,grass,"53 degrees, relative humidity 54%, wind 6 mph",53,6,1,0,0,1,2,0,7,3,0,0,0,0
28570,KC DST,DST,2019,9,KC,,11/3/2019,A,,,23,-5.5,46,3,outdoors,astroturf,"54 degrees, relative humidity 37%, wind 15 mph",54,15,1,0,0,0,2,0,4,2,0,0,0,0
28571,MIN DST,DST,2019,9,MIN,,11/3/2019,H,,,26,5.5,46,-3,outdoors,astroturf,"54 degrees, relative humidity 37%, wind 15 mph",54,15,5,0,0,3,2,0,10,6,0,0,0,0
28572,MIA DST,DST,2019,9,MIA,,11/3/2019,A,,,18,-3.5,42.5,8,outdoors,grass,"85 degrees, relative humidity 64%, wind 11 mph",85,11,3,1,0,0,0,0,10,5,0,0,0,0
28573,NYJ DST,DST,2019,9,NYJ,,11/3/2019,H,,,26,3.5,42.5,-8,outdoors,grass,"85 degrees, relative humidity 64%, wind 11 mph",85,11,4,0,0,0,0,0,6,9,0,0,0,0
28574,CHI DST,DST,2019,9,CHI,,11/3/2019,H,,,22,-5,41,-8,outdoors,grass,"52 degrees, relative humidity 37%, wind 13 mph",52,13,4,0,0,0,0,0,6,7,0,0,0,0
28575,PHI DST,DST,2019,9,PHI,,11/3/2019,A,,,14,5,41,8,outdoors,grass,"52 degrees, relative humidity 37%, wind 13 mph",52,13,3,0,0,0,1,0,6,2,0,0,0,0
28576,IND DST,DST,2019,9,IND,,11/3/2019,H,,,26,-1,39.5,-2,outdoors,grass,"48 degrees, relative humidity 47%, wind 12 mph",48,12,1,1,0,2,2,0,3,5,1,0,0,0
28577,PIT DST,DST,2019,9,PIT,,11/3/2019,A,,,24,1,39.5,2,outdoors,grass,"48 degrees, relative humidity 47%, wind 12 mph",48,12,5,1,1,3,3,0,9,6,0,0,0,0
28578,DET DST,DST,2019,9,DET,,11/3/2019,H,,,31,-2.5,51.5,-7,outdoors,grass,"71 degrees, relative humidity 34%, wind 6 mph",71,6,1,0,0,0,0,0,2,2,0,0,0,0
28579,OAK DST,DST,2019,9,OAK,,11/3/2019,A,,,24,2.5,51.5,7,outdoors,grass,"71 degrees, relative humidity 34%, wind 6 mph",71,6,2,1,0,0,4,0,3,4,0,0,0,0
28580,BAL DST,DST,2019,9,BAL,,11/3/2019,A,,,20,-3,44.5,17,outdoors,grass,"48 degrees, relative humidity 41%, wind 1 mph",48,1,2,1,0,1,1,1,10,3,0,0,0,0
28581,NE DST,DST,2019,9,NE,,11/3/2019,H,,,37,3,44.5,-17,outdoors,grass,"48 degrees, relative humidity 41%, wind 1 mph",48,1,1,0,0,1,3,0,3,4,0,1,0,0
28582,GB DST,DST,2019,9,GB,,11/3/2019,H,,,26,4,50,-15,outdoors,grass,"25,435",,,2,0,0,0,0,0,6,1,0,0,0,0
28583,LAC DST,DST,2019,9,LAC,,11/3/2019,A,,,11,-4,50,15,outdoors,grass,"25,435",,,3,0,0,0,0,0,7,5,0,0,0,0
28584,SEA DST,DST,2019,9,SEA,,11/3/2019,A,OT,,34,4,51,6,outdoors,fieldturf,"54 degrees, relative humidity 66%, wind 6 mph",54,6,2,0,0,1,1,0,3,3,0,0,0,0
28585,TB DST,DST,2019,9,TB,,11/3/2019,H,OT,,40,-4,51,-6,outdoors,fieldturf,"54 degrees, relative humidity 66%, wind 6 mph",54,6,3,0,0,2,1,0,11,3,0,0,0,0
28586,DAL DST,DST,2019,9,DAL,,11/4/2019,H,,,18,6.5,48.5,19,outdoors,fieldturf ,"51 degrees, relative humidity 58%, wind 10 mph",51,10,5,1,0,2,3,1,11,6,0,0,0,0
28587,NYG DST,DST,2019,9,NYG,,11/4/2019,A,,,37,-6.5,48.5,-19,outdoors,fieldturf ,"51 degrees, relative humidity 58%, wind 10 mph",51,10,0,1,0,1,1,0,5,2,0,1,0,0
28588,LAC DST,DST,2019,10,LAC,,11/7/2019,H,,,26,1,49,-2,outdoors,grass,"54 degrees, relative humidity 84%, wind 9 mph",54,9,3,0,0,0,1,0,5,5,1,0,0,0
28589,OAK DST,DST,2019,10,OAK,,11/7/2019,A,,,24,-1,49,2,outdoors,grass,"54 degrees, relative humidity 84%, wind 9 mph",54,9,5,3,1,1,0,0,10,6,0,0,0,0
28590,CHI DST,DST,2019,10,CHI,,11/10/2019,A,,,13,6,38,7,outdoors,grass,"40 degrees, relative humidity 80%, wind 12 mph",40,12,2,1,0,0,1,0,8,2,0,0,0,0
28591,DET DST,DST,2019,10,DET,,11/10/2019,H,,,20,-6,38,-7,outdoors,grass,"40 degrees, relative humidity 80%, wind 12 mph",40,12,5,0,0,0,0,0,7,6,0,0,0,0
28592,BAL DST,DST,2019,10,BAL,,11/10/2019,H,,,13,10.5,44,36,outdoors,grass,"56 degrees, relative humidity 53%, wind 9 mph",56,9,2,1,1,2,2,1,6,5,0,0,0,0
28593,CIN DST,DST,2019,10,CIN,,11/10/2019,A,,,49,-10.5,44,-36,outdoors,grass,"56 degrees, relative humidity 53%, wind 9 mph",56,9,1,1,0,0,1,0,4,2,1,1,0,0
28594,BUF DST,DST,2019,10,BUF,,11/10/2019,H,,,19,-3,42,-3,outdoors,grass,"67,431",,,2,0,0,0,1,0,4,5,0,0,0,0
28595,CLE DST,DST,2019,10,CLE,,11/10/2019,A,,,16,3,42,3,outdoors,grass,"67,431",,,1,0,0,1,1,0,5,1,0,0,0,0
28596,IND DST,DST,2019,10,IND,,11/10/2019,A,,,16,11,44.5,-4,retractable roof (closed),fieldturf,indoors,,,3,1,0,1,2,0,7,6,0,0,0,0
28597,MIA DST,DST,2019,10,MIA,,11/10/2019,H,,,12,-11,44.5,4,retractable roof (closed),fieldturf,indoors,,,1,3,0,1,0,0,6,3,0,0,0,0
28598,DAL DST,DST,2019,10,DAL,,11/10/2019,A,,,28,3.5,48.5,-4,retractable roof (closed),fieldturf,indoors,,,1,0,0,0,0,0,7,2,0,0,0,0
28599,MIN DST,DST,2019,10,MIN,,11/10/2019,H,,,24,-3.5,48.5,4,retractable roof (closed),fieldturf,indoors,,,1,1,0,0,0,0,9,3,0,0,0,0
28600,CAR DST,DST,2019,10,CAR,,11/10/2019,H,,,24,-5,49,-8,outdoors,grass,"78,090",,,2,0,0,0,1,0,5,3,0,0,0,0
28601,GB DST,DST,2019,10,GB,,11/10/2019,A,,,16,5,49,8,outdoors,grass,"78,090",,,3,1,0,1,1,0,9,5,0,0,0,0
28602,ATL DST,DST,2019,10,ATL,,11/10/2019,H,,,9,-14,51.5,17,dome,astroturf,indoors,,,6,0,0,0,0,0,11,5,0,0,0,0
28603,NO DST,DST,2019,10,NO,,11/10/2019,A,,,26,14,51.5,-17,dome,astroturf,indoors,,,1,1,0,0,0,0,5,4,0,0,0,0
28604,NYG DST,DST,2019,10,NYG,,11/10/2019,H,,,34,3,43,-7,outdoors,fieldturf ,"48 degrees, relative humidity 50%, wind 8 mph",48,8,2,0,0,0,2,0,8,4,0,1,0,0
28605,NYJ DST,DST,2019,10,NYJ,,11/10/2019,A,,,27,-3,43,7,outdoors,fieldturf ,"48 degrees, relative humidity 50%, wind 8 mph",48,8,6,0,0,3,2,1,10,8,0,0,0,0
28606,KC DST,DST,2019,10,KC,,11/10/2019,H,,,35,5,49,-3,outdoors,grass,"63 degrees, relative humidity 35%, wind 9 mph",63,9,4,0,0,1,2,0,8,4,0,1,0,0
28607,TEN DST,DST,2019,10,TEN,,11/10/2019,A,,,32,-5,49,3,outdoors,grass,"63 degrees, relative humidity 35%, wind 9 mph",63,9,2,0,0,1,1,1,4,4,0,0,0,0
28608,LAR DST,DST,2019,10,LAR,,11/10/2019,H,,,17,4,43,-5,outdoors,grass,"55 degrees, relative humidity 44%, wind 12 mph",55,12,3,0,0,3,3,1,9,9,0,1,0,0
28609,PIT DST,DST,2019,10,PIT,,11/10/2019,A,,,12,-4,43,5,outdoors,grass,"55 degrees, relative humidity 44%, wind 12 mph",55,12,4,3,0,3,3,1,9,4,0,1,0,0
28610,ARI DST,DST,2019,10,ARI,,11/10/2019,H,,,30,-5.5,51,-3,outdoors,grass,"77 degrees, relative humidity 53%, wind 8 mph",77,8,4,2,0,1,1,0,10,7,0,0,0,0
28611,TB DST,DST,2019,10,TB,,11/10/2019,A,,,27,5.5,51,3,outdoors,grass,"77 degrees, relative humidity 53%, wind 8 mph",77,8,2,1,0,1,2,0,5,7,0,0,0,0
28612,SEA DST,DST,2019,10,SEA,,11/11/2019,H,OT,,24,-49,47,3,outdoors,grass,"77 degrees, relative humidity 32%, wind 3 mph",77,3,5,1,0,2,4,1,10,4,0,1,0,0
28613,SF DST,DST,2019,10,SF,,11/11/2019,A,OT,,27,49,47,-3,outdoors,grass,"77 degrees, relative humidity 32%, wind 3 mph",77,3,5,1,0,5,3,1,8,6,0,1,0,0
28614,CLE DST,DST,2019,11,CLE,,11/14/2019,A,,,7,3,41.5,14,outdoors,grass,"36 degrees, relative humidity 57%, wind 10 mph",36,10,4,4,0,1,0,0,11,7,0,0,0,0
28615,PIT DST,DST,2019,11,PIT,,11/14/2019,H,,,21,-3,41.5,-14,outdoors,grass,"36 degrees, relative humidity 57%, wind 10 mph",36,10,1,0,0,0,1,0,3,10,0,0,0,0
28616,ATL DST,DST,2019,11,ATL,,11/17/2019,H,,,3,-3.5,49,26,outdoors,grass,"51 degrees, relative humidity 50%, wind 11 mph",51,11,5,4,0,0,3,0,10,7,0,0,0,0
28617,CAR DST,DST,2019,11,CAR,,11/17/2019,A,,,29,3.5,49,-26,outdoors,grass,"51 degrees, relative humidity 50%, wind 11 mph",51,11,3,0,0,1,0,0,9,5,0,0,1,0
28618,IND DST,DST,2019,11,IND,,11/17/2019,A,,,13,2.5,41.5,20,retractable roof (closed),fieldturf,indoors,,,2,1,0,0,1,0,5,3,0,0,0,0
28619,JAX DST,DST,2019,11,JAX,,11/17/2019,H,,,33,-2.5,41.5,-20,retractable roof (closed),fieldturf,indoors,,,3,1,0,1,1,0,6,4,0,0,0,0
28620,DAL DST,DST,2019,11,DAL,,11/17/2019,H,,,27,7.5,46.5,8,dome,fieldturf,indoors,,,3,0,0,0,0,0,6,5,0,0,0,0
28621,DET DST,DST,2019,11,DET,,11/17/2019,A,,,35,-7.5,46.5,-8,dome,fieldturf,indoors,,,1,0,0,1,1,0,6,1,0,0,0,0
28622,BUF DST,DST,2019,11,BUF,,11/17/2019,H,,,20,7,41.5,17,outdoors,grass,"62 degrees, relative humidity 74%, wind 13 mph",62,13,7,0,0,0,3,0,14,9,0,0,0,1
28623,MIA DST,DST,2019,11,MIA,,11/17/2019,A,,,37,-7,41.5,-17,outdoors,grass,"62 degrees, relative humidity 74%, wind 13 mph",62,13,0,0,0,2,0,0,2,1,0,0,0,0
28624,DEN DST,DST,2019,11,DEN,,11/17/2019,H,,,27,-10,40.5,-4,dome,sportturf,indoors,,,5,0,0,2,2,0,6,5,0,0,0,0
28625,MIN DST,DST,2019,11,MIN,,11/17/2019,A,,,23,10,40.5,4,dome,sportturf,indoors,,,2,1,0,0,2,0,6,6,0,0,0,0
28626,NE DST,DST,2019,11,NE,,11/17/2019,H,,,10,4.5,45,7,outdoors,grass,"42 degrees, relative humidity 57%, wind 13 mph",42,13,5,0,0,2,1,0,12,5,0,0,0,0
28627,PHI DST,DST,2019,11,PHI,,11/17/2019,A,,,17,-4.5,45,-7,outdoors,grass,"42 degrees, relative humidity 57%, wind 13 mph",42,13,1,0,0,0,1,0,6,6,0,0,0,0
28628,CIN DST,DST,2019,11,CIN,,11/17/2019,H,,,17,-13,48,-7,outdoors,grass,"76 degrees, relative humidity 41%, wind 13 mph",76,13,3,1,0,1,1,0,7,5,0,0,0,0
28629,OAK DST,DST,2019,11,OAK,,11/17/2019,A,,,10,13,48,7,outdoors,grass,"76 degrees, relative humidity 41%, wind 13 mph",76,13,5,1,0,1,1,0,6,4,0,0,0,0
28630,CHI DST,DST,2019,11,CHI,,11/17/2019,H,,,17,-5,40,-10,outdoors,grass,"79 degrees, relative humidity 20%, no wind",79,0,0,1,0,3,1,0,1,3,0,0,0,0
28631,LAR DST,DST,2019,11,LAR,,11/17/2019,A,,,7,5,40,10,outdoors,grass,"79 degrees, relative humidity 20%, no wind",79,0,3,1,0,0,1,0,5,6,0,0,0,0
28632,BAL DST,DST,2019,11,BAL,,11/17/2019,A,,,7,4,51,34,outdoors,grass,"44 degrees, relative humidity 56%, wind 10 mph",44,10,7,1,0,1,2,0,10,8,0,0,0,0
28633,HOU DST,DST,2019,11,HOU,,11/17/2019,H,,,41,-4,51,-34,outdoors,grass,"44 degrees, relative humidity 56%, wind 10 mph",44,10,0,0,0,0,0,0,1,3,0,0,0,0
28634,ARI DST,DST,2019,11,ARI,,11/17/2019,H,,,36,-49,44,-10,outdoors,grass,"72 degrees, relative humidity 46%, no wind",72,0,2,2,0,0,0,0,6,6,0,1,0,0
28635,SF DST,DST,2019,11,SF,,11/17/2019,A,,,26,49,44,10,outdoors,grass,"72 degrees, relative humidity 46%, no wind",72,0,4,0,0,2,2,1,4,10,0,0,0,0
28636,NO DST,DST,2019,11,NO,,11/17/2019,H,,,17,5,50.5,17,outdoors,grass,"55 degrees, relative humidity 79%, wind 4 mph",55,4,2,4,1,0,0,0,12,3,0,0,0,0
28637,TB DST,DST,2019,11,TB,,11/17/2019,A,,,34,-5,50.5,-17,outdoors,grass,"55 degrees, relative humidity 79%, wind 4 mph",55,4,1,0,0,1,1,0,3,3,1,0,0,0
28638,NYJ DST,DST,2019,11,NYJ,,11/17/2019,H,,,17,-1,37.5,17,outdoors,grass,"43 degrees, relative humidity 58%, wind 8 mph",43,8,6,1,0,1,1,0,9,9,0,0,0,0
28639,WAS DST,DST,2019,11,WAS,,11/17/2019,A,,,34,1,37.5,-17,outdoors,grass,"43 degrees, relative humidity 58%, wind 8 mph",43,8,2,1,0,2,4,0,4,2,0,0,0,0
28640,KC DST,DST,2019,11,KC,,11/18/2019,H,,,17,5.5,52.5,7,outdoors,grass,"67 degrees, relative humidity 63%, wind 7 mph",67,7,2,4,0,1,1,0,7,3,0,0,0,0
28641,LAC DST,DST,2019,11,LAC,,11/18/2019,A,,,24,-5.5,52.5,-7,outdoors,grass,"67 degrees, relative humidity 63%, wind 7 mph",67,7,1,1,0,1,3,0,5,3,0,0,0,0
28642,HOU DST,DST,2019,12,HOU,,11/21/2019,A,,,17,3.5,46,3,retractable roof (closed),grass,indoors,,,1,0,0,0,2,0,4,3,0,0,0,0
28643,IND DST,DST,2019,12,IND,,11/21/2019,H,,,20,-3.5,46,-3,retractable roof (closed),grass,indoors,,,1,1,0,2,0,0,4,4,0,0,0,0
28644,ATL DST,DST,2019,12,ATL,,11/24/2019,A,,,35,3.5,51.5,-13,dome,fieldturf,indoors,,,0,2,0,0,1,0,1,3,0,1,0,0
28645,TB DST,DST,2019,12,TB,,11/24/2019,H,,,22,-3.5,51.5,13,dome,fieldturf,indoors,,,6,1,0,2,1,1,13,6,0,0,0,0
28646,BUF DST,DST,2019,12,BUF,,11/24/2019,A,,,3,3.5,37,17,outdoors,astroturf,"40 degrees, relative humidity 75%, wind 17 mph",40,17,4,1,0,0,1,0,6,6,0,0,0,0
28647,DEN DST,DST,2019,12,DEN,,11/24/2019,H,,,20,-3.5,37,-17,outdoors,astroturf,"40 degrees, relative humidity 75%, wind 17 mph",40,17,1,1,0,0,0,0,3,7,0,0,0,0
28648,CHI DST,DST,2019,12,CHI,,11/24/2019,A,,,14,6,41,5,outdoors,grass,"48 degrees, relative humidity 59%, wind 12 mph",48,12,1,0,0,1,1,0,8,4,0,0,0,0
28649,NYG DST,DST,2019,12,NYG,,11/24/2019,H,,,19,-6,41,-5,outdoors,grass,"48 degrees, relative humidity 59%, wind 12 mph",48,12,2,2,0,0,0,0,5,7,0,0,0,0
