,Player,Pos,Year,Week,Team,Opponent Abbrev,Date,H/A,OT,Team Score,Opponent Score,Spread,Over/Under,Actual Margin,Indoor/Outdoor,Surface,Weather,Temperature,Wind,Rush Att,Rush Yds,Rush TD,Rush Lng,Rec Tgt,Rec Rec,Rec Yds,Rec TD,Rec Lng,Fmb,FL,2PT,Off Num,Off Pct
307,Courtland Sutton,WR,2019,1,DEN,OAK,9/9/2019,A,,16,24,-3,42.5,8,outdoors,grass,"68 degrees, relative humidity 66%, wind 15 mph",68,15,0,0,0,0,8,7,120,0,30,0,0,0,55,89%
308,Emmanuel Sanders,WR,2019,1,DEN,OAK,9/9/2019,A,,16,24,-3,42.5,8,outdoors,grass,"68 degrees, relative humidity 66%, wind 15 mph",68,15,0,0,0,0,7,5,86,1,53,0,0,0,55,89%
309,DaeSean Hamilton,WR,2019,1,DEN,OAK,9/9/2019,A,,16,24,-3,42.5,8,outdoors,grass,"68 degrees, relative humidity 66%, wind 15 mph",68,15,0,0,0,0,4,2,5,0,7,0,0,0,47,76%
315,Tyrell Williams,WR,2019,1,OAK,DEN,9/9/2019,H,,24,16,3,42.5,-8,outdoors,grass,"68 degrees, relative humidity 66%, wind 15 mph",68,15,0,0,0,0,7,6,105,1,43,0,0,0,52,95%
318,Ryan Grant,WR,2019,1,OAK,DEN,9/9/2019,H,,24,16,3,42.5,-8,outdoors,grass,"68 degrees, relative humidity 66%, wind 15 mph",68,15,0,0,0,0,4,3,16,0,9,0,0,0,40,73%
319,Hunter Renfrow,WR,2019,1,OAK,DEN,9/9/2019,H,,24,16,3,42.5,-8,outdoors,grass,"68 degrees, relative humidity 66%, wind 15 mph",68,15,0,0,0,0,3,2,13,0,10,0,0,0,16,29%
320,Dwayne Harris,WR,2019,1,OAK,DEN,9/9/2019,H,,24,16,3,42.5,-8,outdoors,grass,"68 degrees, relative humidity 66%, wind 15 mph",68,15,0,0,0,0,1,1,7,0,7,0,0,0,2,4%
324,Chris Godwin,WR,2019,2,TAM,CAR,9/12/2019,A,,20,14,6.5,48,-6,outdoors,grass,"85 degrees, relative humidity 55%, wind 3 mph",85,3,0,0,0,0,9,8,121,1,24,0,0,0,57,95%
325,Mike Evans,WR,2019,2,TAM,CAR,9/12/2019,A,,20,14,6.5,48,-6,outdoors,grass,"85 degrees, relative humidity 55%, wind 3 mph",85,3,0,0,0,0,8,4,61,0,41,0,0,0,55,92%
328,Breshad Perriman,WR,2019,2,TAM,CAR,9/12/2019,A,,20,14,6.5,48,-6,outdoors,grass,"85 degrees, relative humidity 55%, wind 3 mph",85,3,0,0,0,0,4,0,0,0,0,0,0,0,30,50%
329,Bobo Wilson,WR,2019,2,TAM,CAR,9/12/2019,A,,20,14,6.5,48,-6,outdoors,grass,"85 degrees, relative humidity 55%, wind 3 mph",85,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0%
332,Curtis Samuel,WR,2019,2,CAR,TAM,9/12/2019,H,,14,20,-6.5,48,6,outdoors,grass,"85 degrees, relative humidity 55%, wind 3 mph",85,3,1,2,0,2,13,5,91,0,44,0,0,0,73,97%
334,DJ Moore,WR,2019,2,CAR,TAM,9/12/2019,H,,14,20,-6.5,48,6,outdoors,grass,"85 degrees, relative humidity 55%, wind 3 mph",85,3,0,0,0,0,14,9,89,0,18,0,0,0,71,95%
335,Jarius Wright,WR,2019,2,CAR,TAM,9/12/2019,H,,14,20,-6.5,48,6,outdoors,grass,"85 degrees, relative humidity 55%, wind 3 mph",85,3,0,0,0,0,6,2,15,0,9,0,0,0,51,68%
336,Chris Hogan,WR,2019,2,CAR,TAM,9/12/2019,H,,14,20,-6.5,48,6,outdoors,grass,"85 degrees, relative humidity 55%, wind 3 mph",85,3,0,0,0,0,1,1,12,0,12,0,0,0,3,4%
337,Ray-Ray McCloud,WR,2019,2,CAR,TAM,9/12/2019,H,,14,20,-6.5,48,6,outdoors,grass,"85 degrees, relative humidity 55%, wind 3 mph",85,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0%
339,Dante Pettis,WR,2019,2,SFO,CIN,9/15/2019,A,,41,17,1,46,-24,outdoors,grass,"81 degrees, relative humidity 45%, wind 5 mph",81,5,0,0,0,0,0,0,0,0,0,0,0,0,35,50%
343,Deebo Samuel,WR,2019,2,SFO,CIN,9/15/2019,A,,41,17,1,46,-24,outdoors,grass,"81 degrees, relative humidity 45%, wind 5 mph",81,5,2,7,0,5,7,5,86,1,39,0,0,0,27,39%
345,Marquise Goodwin,WR,2019,2,SFO,CIN,9/15/2019,A,,41,17,1,46,-24,outdoors,grass,"81 degrees, relative humidity 45%, wind 5 mph",81,5,0,0,0,0,3,3,77,1,38,0,0,0,35,50%
347,Richie James,WR,2019,2,SFO,CIN,9/15/2019,A,,41,17,1,46,-24,outdoors,grass,"81 degrees, relative humidity 45%, wind 5 mph",81,5,0,0,0,0,4,1,7,0,7,0,0,0,31,44%
348,Kendrick Bourne,WR,2019,2,SFO,CIN,9/15/2019,A,,41,17,1,46,-24,outdoors,grass,"81 degrees, relative humidity 45%, wind 5 mph",81,5,0,0,0,0,2,1,4,0,4,0,0,0,23,33%
352,Tyler Boyd,WR,2019,2,CIN,SFO,9/15/2019,H,,17,41,-1,46,24,outdoors,grass,"81 degrees, relative humidity 45%, wind 5 mph",81,5,0,0,0,0,10,10,122,0,47,0,0,0,54,78%
353,John Ross,WR,2019,2,CIN,SFO,9/15/2019,H,,17,41,-1,46,24,outdoors,grass,"81 degrees, relative humidity 45%, wind 5 mph",81,5,0,0,0,0,8,4,112,1,66,0,0,0,59,86%
355,Alex Erickson,WR,2019,2,CIN,SFO,9/15/2019,H,,17,41,-1,46,24,outdoors,grass,"81 degrees, relative humidity 45%, wind 5 mph",81,5,0,0,0,0,3,1,14,0,14,0,0,0,15,22%
357,Auden Tate,WR,2019,2,CIN,SFO,9/15/2019,H,,17,41,-1,46,24,outdoors,grass,"81 degrees, relative humidity 45%, wind 5 mph",81,5,0,0,0,0,2,1,6,0,6,0,0,0,25,36%
358,Damion Willis,WR,2019,2,CIN,SFO,9/15/2019,H,,17,41,-1,46,24,outdoors,grass,"81 degrees, relative humidity 45%, wind 5 mph",81,5,0,0,0,0,3,1,6,0,6,0,0,0,44,64%
362,Randall Cobb,WR,2019,2,DAL,WAS,9/15/2019,A,,31,21,-6,46.5,-10,outdoors,grass,"80 degrees, relative humidity 46%, wind 7 mph",80,7,2,11,0,7,6,5,24,0,9,0,0,0,52,75%
363,Devin Smith,WR,2019,2,DAL,WAS,9/15/2019,A,,31,21,-6,46.5,-10,outdoors,grass,"80 degrees, relative humidity 46%, wind 7 mph",80,7,0,0,0,0,3,3,74,1,51,0,0,0,18,26%
364,Michael Gallup,WR,2019,2,DAL,WAS,9/15/2019,A,,31,21,-6,46.5,-10,outdoors,grass,"80 degrees, relative humidity 46%, wind 7 mph",80,7,0,0,0,0,8,6,68,0,16,0,0,0,46,67%
365,Amari Cooper,WR,2019,2,DAL,WAS,9/15/2019,A,,31,21,-6,46.5,-10,outdoors,grass,"80 degrees, relative humidity 46%, wind 7 mph",80,7,0,0,0,0,5,4,44,1,18,0,0,0,63,91%
368,Cedrick Wilson,WR,2019,2,DAL,WAS,9/15/2019,A,,31,21,-6,46.5,-10,outdoors,grass,"80 degrees, relative humidity 46%, wind 7 mph",80,7,0,0,0,0,0,0,0,0,0,0,0,0,6,9%
371,Steven Sims,WR,2019,2,WAS,DAL,9/15/2019,H,,21,31,6,46.5,10,outdoors,grass,"80 degrees, relative humidity 46%, wind 7 mph",80,7,3,16,0,8,1,1,3,0,3,0,0,0,5,8%
374,Terry McLaurin,WR,2019,2,WAS,DAL,9/15/2019,H,,21,31,6,46.5,10,outdoors,grass,"80 degrees, relative humidity 46%, wind 7 mph",80,7,0,0,0,0,9,5,62,1,27,0,0,0,53,90%
375,Trey Quinn,WR,2019,2,WAS,DAL,9/15/2019,H,,21,31,6,46.5,10,outdoors,grass,"80 degrees, relative humidity 46%, wind 7 mph",80,7,0,0,0,0,7,4,36,0,12,0,0,0,47,80%
377,Paul Richardson,WR,2019,2,WAS,DAL,9/15/2019,H,,21,31,6,46.5,10,outdoors,grass,"80 degrees, relative humidity 46%, wind 7 mph",80,7,0,0,0,0,3,3,16,1,9,0,0,0,51,86%
382,Christian Kirk,WR,2019,2,ARI,BAL,9/15/2019,A,,17,23,13,46,6,outdoors,grass,"82 degrees, relative humidity 60%, wind 8 mph",82,8,0,0,0,0,8,6,114,0,34,0,0,0,53,93%
383,Larry Fitzgerald,WR,2019,2,ARI,BAL,9/15/2019,A,,17,23,13,46,6,outdoors,grass,"82 degrees, relative humidity 60%, wind 8 mph",82,8,0,0,0,0,11,5,104,0,54,0,0,0,54,95%
384,Damiere Byrd,WR,2019,2,ARI,BAL,9/15/2019,A,,17,23,13,46,6,outdoors,grass,"82 degrees, relative humidity 60%, wind 8 mph",82,8,0,0,0,0,7,6,45,0,13,0,0,0,53,93%
385,KeeSean Johnson,WR,2019,2,ARI,BAL,9/15/2019,A,,17,23,13,46,6,outdoors,grass,"82 degrees, relative humidity 60%, wind 8 mph",82,8,0,0,0,0,2,1,31,0,31,0,0,1,18,32%
387,Michael Crabtree,WR,2019,2,ARI,BAL,9/15/2019,A,,17,23,13,46,6,outdoors,grass,"82 degrees, relative humidity 60%, wind 8 mph",82,8,0,0,0,0,3,2,13,0,9,0,0,0,18,32%
394,Marquise Brown,WR,2019,2,BAL,ARI,9/15/2019,H,,23,17,-13,46,-6,outdoors,grass,"82 degrees, relative humidity 60%, wind 8 mph",82,8,0,0,0,0,13,8,86,0,41,0,0,0,50,65%
396,Miles Boykin,WR,2019,2,BAL,ARI,9/15/2019,H,,23,17,-13,46,-6,outdoors,grass,"82 degrees, relative humidity 60%, wind 8 mph",82,8,0,0,0,0,3,1,11,0,11,0,0,0,37,48%
397,Willie Snead,WR,2019,2,BAL,ARI,9/15/2019,H,,23,17,-13,46,-6,outdoors,grass,"82 degrees, relative humidity 60%, wind 8 mph",82,8,0,0,0,0,1,1,5,0,5,0,0,0,43,56%
404,Tyler Lockett,WR,2019,2,SEA,PIT,9/15/2019,A,,28,26,4,47,-2,outdoors,grass,"81 degrees, relative humidity 51%, wind 3 mph",81,3,0,0,0,0,12,10,79,0,22,0,0,0,69,88%
405,DK Metcalf,WR,2019,2,SEA,PIT,9/15/2019,A,,28,26,4,47,-2,outdoors,grass,"81 degrees, relative humidity 51%, wind 3 mph",81,3,0,0,0,0,7,3,61,1,28,0,0,0,69,88%
406,Malik Turner,WR,2019,2,SEA,PIT,9/15/2019,A,,28,26,4,47,-2,outdoors,grass,"81 degrees, relative humidity 51%, wind 3 mph",81,3,0,0,0,0,3,3,54,0,30,0,0,0,16,21%
414,JuJu Smith-Schuster,WR,2019,2,PIT,SEA,9/15/2019,H,,26,28,-4,47,2,outdoors,grass,"81 degrees, relative humidity 51%, wind 3 mph",81,3,0,0,0,0,8,5,84,0,45,0,0,0,46,82%
416,James Washington,WR,2019,2,PIT,SEA,9/15/2019,H,,26,28,-4,47,2,outdoors,grass,"81 degrees, relative humidity 51%, wind 3 mph",81,3,0,0,0,0,3,2,23,0,12,0,0,0,33,59%
417,Diontae Johnson,WR,2019,2,PIT,SEA,9/15/2019,H,,26,28,-4,47,2,outdoors,grass,"81 degrees, relative humidity 51%, wind 3 mph",81,3,0,0,0,0,4,1,17,0,17,0,0,0,26,46%
419,Donte Moncrief,WR,2019,2,PIT,SEA,9/15/2019,H,,26,28,-4,47,2,outdoors,grass,"81 degrees, relative humidity 51%, wind 3 mph",81,3,0,0,0,0,1,0,0,0,0,0,0,0,18,32%
420,Ryan Switzer,WR,2019,2,PIT,SEA,9/15/2019,H,,26,28,-4,47,2,outdoors,grass,"81 degrees, relative humidity 51%, wind 3 mph",81,3,0,0,0,0,4,1,0,0,0,1,0,0,13,23%
421,Johnny Holton,WR,2019,2,PIT,SEA,9/15/2019,H,,26,28,-4,47,2,outdoors,grass,"81 degrees, relative humidity 51%, wind 3 mph",81,3,0,0,0,0,1,0,0,0,0,0,0,0,6,11%
426,TY Hilton,WR,2019,2,IND,TEN,9/15/2019,A,,19,17,3,43.5,-2,outdoors,grass,"93 degrees, relative humidity 45%, wind 1 mph",93,1,0,0,0,0,6,4,43,1,19,0,0,0,63,90%
428,Chester Rogers,WR,2019,2,IND,TEN,9/15/2019,A,,19,17,3,43.5,-2,outdoors,grass,"93 degrees, relative humidity 45%, wind 1 mph",93,1,0,0,0,0,4,3,24,0,15,0,0,0,28,40%
430,Parris Campbell,WR,2019,2,IND,TEN,9/15/2019,A,,19,17,3,43.5,-2,outdoors,grass,"93 degrees, relative humidity 45%, wind 1 mph",93,1,0,0,0,0,1,1,12,1,12,0,0,0,18,26%
431,Deon Cain,WR,2019,2,IND,TEN,9/15/2019,A,,19,17,3,43.5,-2,outdoors,grass,"93 degrees, relative humidity 45%, wind 1 mph",93,1,0,0,0,0,1,0,0,0,0,0,0,0,32,46%
436,Adam Humphries,WR,2019,2,TEN,IND,9/15/2019,H,,17,19,-3,43.5,2,outdoors,grass,"93 degrees, relative humidity 45%, wind 1 mph",93,1,1,1,0,1,2,2,-1,0,0,0,0,0,33,56%
438,Corey Davis,WR,2019,2,TEN,IND,9/15/2019,H,,17,19,-3,43.5,2,outdoors,grass,"93 degrees, relative humidity 45%, wind 1 mph",93,1,0,0,0,0,5,3,38,0,25,0,0,0,49,83%
439,AJ Brown,WR,2019,2,TEN,IND,9/15/2019,H,,17,19,-3,43.5,2,outdoors,grass,"93 degrees, relative humidity 45%, wind 1 mph",93,1,0,0,0,0,5,3,25,0,11,0,0,0,27,46%
440,Tajae Sharpe,WR,2019,2,TEN,IND,9/15/2019,H,,17,19,-3,43.5,2,outdoors,grass,"93 degrees, relative humidity 45%, wind 1 mph",93,1,0,0,0,0,2,2,24,0,15,0,0,0,31,53%
441,Darius Jennings,WR,2019,2,TEN,IND,9/15/2019,H,,17,19,-3,43.5,2,outdoors,grass,"93 degrees, relative humidity 45%, wind 1 mph",93,1,0,0,0,0,1,1,11,0,11,0,0,0,1,2%
445,Isaiah McKenzie,WR,2019,2,BUF,NYG,9/15/2019,A,,28,14,-1,44.5,-14,outdoors,fieldturf ,"79 degrees, relative humidity 48%, wind 5 mph",79,5,1,4,0,4,2,2,40,1,26,0,0,0,16,23%
447,Cole Beasley,WR,2019,2,BUF,NYG,9/15/2019,A,,28,14,-1,44.5,-14,outdoors,fieldturf ,"79 degrees, relative humidity 48%, wind 5 mph",79,5,0,0,0,0,4,4,83,0,51,0,0,0,35,50%
448,John Brown,WR,2019,2,BUF,NYG,9/15/2019,A,,28,14,-1,44.5,-14,outdoors,fieldturf ,"79 degrees, relative humidity 48%, wind 5 mph",79,5,0,0,0,0,8,7,72,0,17,0,0,0,56,80%
450,Zay Jones,WR,2019,2,BUF,NYG,9/15/2019,A,,28,14,-1,44.5,-14,outdoors,fieldturf ,"79 degrees, relative humidity 48%, wind 5 mph",79,5,0,0,0,0,3,1,14,0,14,0,0,0,42,60%
453,Robert Foster,WR,2019,2,BUF,NYG,9/15/2019,A,,28,14,-1,44.5,-14,outdoors,fieldturf ,"79 degrees, relative humidity 48%, wind 5 mph",79,5,0,0,0,0,2,0,0,0,0,0,0,0,24,34%
456,Bennie Fowler,WR,2019,2,NYG,BUF,9/15/2019,H,,14,28,1,44.5,14,outdoors,fieldturf ,"79 degrees, relative humidity 48%, wind 5 mph",79,5,1,20,0,20,10,5,51,0,14,0,0,0,53,78%
458,TJ Jones,WR,2019,2,NYG,BUF,9/15/2019,H,,14,28,1,44.5,14,outdoors,fieldturf ,"79 degrees, relative humidity 48%, wind 5 mph",79,5,0,0,0,0,4,3,38,1,28,0,0,0,28,41%
459,Cody Latimer,WR,2019,2,NYG,BUF,9/15/2019,H,,14,28,1,44.5,14,outdoors,fieldturf ,"79 degrees, relative humidity 48%, wind 5 mph",79,5,0,0,0,0,5,3,30,0,14,0,0,0,40,59%
460,Cody Core,WR,2019,2,NYG,BUF,9/15/2019,H,,14,28,1,44.5,14,outdoors,fieldturf ,"79 degrees, relative humidity 48%, wind 5 mph",79,5,0,0,0,0,5,3,28,0,11,0,0,0,14,21%
461,Russell Shepard,WR,2019,2,NYG,BUF,9/15/2019,H,,14,28,1,44.5,14,outdoors,fieldturf ,"79 degrees, relative humidity 48%, wind 5 mph",79,5,0,0,0,0,3,2,19,0,12,0,0,0,39,57%
468,Antonio Brown,WR,2019,2,NWE,MIA,9/15/2019,A,,43,0,-18,48.5,-43,outdoors,grass,"87 degrees, relative humidity 67%, wind 4 mph",87,4,1,5,0,5,8,4,56,1,20,0,0,0,24,34%
470,Julian Edelman,WR,2019,2,NWE,MIA,9/15/2019,A,,43,0,-18,48.5,-43,outdoors,grass,"87 degrees, relative humidity 67%, wind 4 mph",87,4,1,1,0,1,4,4,51,0,18,0,0,0,66,93%
471,Phillip Dorsett,WR,2019,2,NWE,MIA,9/15/2019,A,,43,0,-18,48.5,-43,outdoors,grass,"87 degrees, relative humidity 67%, wind 4 mph",87,4,0,0,0,0,3,3,39,0,18,0,0,0,35,49%
473,Josh Gordon,WR,2019,2,NWE,MIA,9/15/2019,A,,43,0,-18,48.5,-43,outdoors,grass,"87 degrees, relative humidity 67%, wind 4 mph",87,4,0,0,0,0,5,2,19,0,14,0,0,0,57,80%
474,Gunner Olszewski,WR,2019,2,NWE,MIA,9/15/2019,A,,43,0,-18,48.5,-43,outdoors,grass,"87 degrees, relative humidity 67%, wind 4 mph",87,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0%
480,Preston Williams,WR,2019,2,MIA,NWE,9/15/2019,H,,0,43,18,48.5,43,outdoors,grass,"87 degrees, relative humidity 67%, wind 4 mph",87,4,0,0,0,0,6,4,63,0,17,0,0,0,42,68%
482,Allen Hurns,WR,2019,2,MIA,NWE,9/15/2019,H,,0,43,18,48.5,43,outdoors,grass,"87 degrees, relative humidity 67%, wind 4 mph",87,4,0,0,0,0,2,1,13,0,13,0,0,0,28,45%
485,DeVante Parker,WR,2019,2,MIA,NWE,9/15/2019,H,,0,43,18,48.5,43,outdoors,grass,"87 degrees, relative humidity 67%, wind 4 mph",87,4,0,0,0,0,7,0,0,0,0,0,0,0,57,92%
486,Jakeem Grant,WR,2019,2,MIA,NWE,9/15/2019,H,,0,43,18,48.5,43,outdoors,grass,"87 degrees, relative humidity 67%, wind 4 mph",87,4,1,-4,0,-4,7,3,22,0,16,0,0,0,38,61%
489,Chris Conley,WR,2019,2,JAX,HOU,9/15/2019,A,,12,13,7.5,43,1,retractable roof (closed),grass,indoors,,,0,0,0,0,5,4,73,0,31,0,0,0,55,85%
490,DJ Chark,WR,2019,2,JAX,HOU,9/15/2019,A,,12,13,7.5,43,1,retractable roof (closed),grass,indoors,,,0,0,0,0,9,7,55,1,14,0,0,0,53,82%
493,Dede Westbrook,WR,2019,2,JAX,HOU,9/15/2019,A,,12,13,7.5,43,1,retractable roof (closed),grass,indoors,,,0,0,0,0,5,1,3,0,3,0,0,0,56,86%
498,Will Fuller,WR,2019,2,HOU,JAX,9/15/2019,H,,13,12,-7.5,43,-1,retractable roof (closed),grass,indoors,,,0,0,0,0,7,4,40,0,28,0,0,0,58,91%
499,DeAndre Hopkins,WR,2019,2,HOU,JAX,9/15/2019,H,,13,12,-7.5,43,-1,retractable roof (closed),grass,indoors,,,0,0,0,0,8,5,40,0,14,0,0,0,60,94%
500,Kenny Stills,WR,2019,2,HOU,JAX,9/15/2019,H,,13,12,-7.5,43,-1,retractable roof (closed),grass,indoors,,,0,0,0,0,3,2,38,0,31,0,0,0,24,38%
503,Keke Coutee,WR,2019,2,HOU,JAX,9/15/2019,H,,13,12,-7.5,43,-1,retractable roof (closed),grass,indoors,,,0,0,0,0,4,2,7,0,6,0,0,0,28,44%
504,DeAndre Carter,WR,2019,2,HOU,JAX,9/15/2019,H,,13,12,-7.5,43,-1,retractable roof (closed),grass,indoors,,,0,0,0,0,0,0,0,0,0,0,0,0,1,2%
509,Adam Thielen,WR,2019,2,MIN,GNB,9/15/2019,A,,16,21,3,43,5,outdoors,grass,"72 degrees, relative humidity 75%, wind 5 mph",72,5,0,0,0,0,8,5,75,0,30,0,0,0,64,98%
510,Chad Beebe,WR,2019,2,MIN,GNB,9/15/2019,A,,16,21,3,43,5,outdoors,grass,"72 degrees, relative humidity 75%, wind 5 mph",72,5,0,0,0,0,1,1,61,0,61,2,0,0,16,25%
511,Stefon Diggs,WR,2019,2,MIN,GNB,9/15/2019,A,,16,21,3,43,5,outdoors,grass,"72 degrees, relative humidity 75%, wind 5 mph",72,5,0,0,0,0,7,1,49,1,45,1,1,0,58,89%
518,Davante Adams,WR,2019,2,GNB,MIN,9/15/2019,H,,21,16,-3,43,-5,outdoors,grass,"72 degrees, relative humidity 75%, wind 5 mph",72,5,0,0,0,0,9,7,106,0,39,0,0,0,68,96%
519,Geronimo Allison,WR,2019,2,GNB,MIN,9/15/2019,H,,21,16,-3,43,-5,outdoors,grass,"72 degrees, relative humidity 75%, wind 5 mph",72,5,0,0,0,0,4,4,25,1,12,1,1,0,31,44%
520,Marquez Valdes-Scantling,WR,2019,2,GNB,MIN,9/15/2019,H,,21,16,-3,43,-5,outdoors,grass,"72 degrees, relative humidity 75%, wind 5 mph",72,5,0,0,0,0,5,3,19,0,14,0,0,0,62,87%
521,Jake Kumerow,WR,2019,2,GNB,MIN,9/15/2019,H,,21,16,-3,43,-5,outdoors,grass,"72 degrees, relative humidity 75%, wind 5 mph",72,5,0,0,0,0,1,1,12,0,12,0,0,0,6,8%
524,Trevor Davis,WR,2019,2,GNB,MIN,9/15/2019,H,,21,16,-3,43,-5,outdoors,grass,"72 degrees, relative humidity 75%, wind 5 mph",72,5,0,0,0,0,0,0,0,0,0,0,0,0,4,6%
528,Keenan Allen,WR,2019,2,LAC,DET,9/15/2019,A,,10,13,-1,47,3,dome,fieldturf,indoors,,,0,0,0,0,15,8,98,0,23,0,0,0,59,91%
529,Mike Williams,WR,2019,2,LAC,DET,9/15/2019,A,,10,13,-1,47,3,dome,fieldturf,indoors,,,0,0,0,0,5,3,83,0,47,0,0,0,40,62%
530,Dontrelle Inman,WR,2019,2,LAC,DET,9/15/2019,A,,10,13,-1,47,3,dome,fieldturf,indoors,,,0,0,0,0,2,1,28,0,28,0,0,0,36,55%
533,Travis Benjamin,WR,2019,2,LAC,DET,9/15/2019,A,,10,13,-1,47,3,dome,fieldturf,indoors,,,0,0,0,0,2,0,0,0,0,0,0,0,43,66%
539,Kenny Golladay,WR,2019,2,DET,LAC,9/15/2019,H,,13,10,1,47,-3,dome,fieldturf,indoors,,,0,0,0,0,10,8,117,1,31,0,0,0,55,92%
540,Marvin Jones,WR,2019,2,DET,LAC,9/15/2019,H,,13,10,1,47,-3,dome,fieldturf,indoors,,,0,0,0,0,6,5,43,0,24,0,0,0,55,92%
544,Danny Amendola,WR,2019,2,DET,LAC,9/15/2019,H,,13,10,1,47,-3,dome,fieldturf,indoors,,,0,0,0,0,1,0,0,0,0,0,0,0,35,58%
549,Demarcus Robinson,WR,2019,2,KAN,OAK,9/15/2019,A,,28,10,-7,53.5,-18,outdoors,grass,"70 degrees, relative humidity 61%, wind 13 mph",70,13,0,0,0,0,6,6,172,2,44,0,0,0,68,91%
551,Mecole Hardman,WR,2019,2,KAN,OAK,9/15/2019,A,,28,10,-7,53.5,-18,outdoors,grass,"70 degrees, relative humidity 61%, wind 13 mph",70,13,0,0,0,0,6,4,61,1,42,0,0,0,55,73%
552,Sammy Watkins,WR,2019,2,KAN,OAK,9/15/2019,A,,28,10,-7,53.5,-18,outdoors,grass,"70 degrees, relative humidity 61%, wind 13 mph",70,13,0,0,0,0,13,6,49,0,14,0,0,0,69,92%
553,De'Anthony Thomas,WR,2019,2,KAN,OAK,9/15/2019,A,,28,10,-7,53.5,-18,outdoors,grass,"70 degrees, relative humidity 61%, wind 13 mph",70,13,0,0,0,0,1,1,6,0,6,0,0,0,4,5%
560,Tyrell Williams,WR,2019,2,OAK,KAN,9/15/2019,H,,10,28,7,53.5,18,outdoors,grass,"70 degrees, relative humidity 61%, wind 13 mph",70,13,0,0,0,0,7,5,46,1,19,0,0,0,58,94%
562,Hunter Renfrow,WR,2019,2,OAK,KAN,9/15/2019,H,,10,28,7,53.5,18,outdoors,grass,"70 degrees, relative humidity 61%, wind 13 mph",70,13,0,0,0,0,8,4,30,0,11,0,0,0,46,74%
563,Ryan Grant,WR,2019,2,OAK,KAN,9/15/2019,H,,10,28,7,53.5,18,outdoors,grass,"70 degrees, relative humidity 61%, wind 13 mph",70,13,0,0,0,0,5,1,-2,0,-2,0,0,0,48,77%
564,Dwayne Harris,WR,2019,2,OAK,KAN,9/15/2019,H,,10,28,7,53.5,18,outdoors,grass,"70 degrees, relative humidity 61%, wind 13 mph",70,13,0,0,0,0,0,0,0,0,0,0,0,0,3,5%
569,Michael Thomas,WR,2019,2,NOR,LAR,9/15/2019,A,,9,27,2,52.5,18,outdoors,grass,"85 degrees, relative humidity 44%, wind 4 mph",85,4,0,0,0,0,13,10,89,0,19,0,0,0,62,98%
570,Tre'Quan Smith,WR,2019,2,NOR,LAR,9/15/2019,A,,9,27,2,52.5,18,outdoors,grass,"85 degrees, relative humidity 44%, wind 4 mph",85,4,0,0,0,0,3,3,49,0,28,0,0,0,38,60%
574,Deonte Harris,WR,2019,2,NOR,LAR,9/15/2019,A,,9,27,2,52.5,18,outdoors,grass,"85 degrees, relative humidity 44%, wind 4 mph",85,4,0,0,0,0,1,1,-7,0,-7,0,0,0,1,2%
578,Robert Woods,WR,2019,2,LAR,NOR,9/15/2019,H,,27,9,-2,52.5,-18,outdoors,grass,"85 degrees, relative humidity 44%, wind 4 mph",85,4,1,9,0,9,2,2,33,0,19,0,0,0,66,99%
579,Cooper Kupp,WR,2019,2,LAR,NOR,9/15/2019,H,,27,9,-2,52.5,-18,outdoors,grass,"85 degrees, relative humidity 44%, wind 4 mph",85,4,1,6,0,6,9,5,120,0,66,0,0,0,63,94%
580,Brandin Cooks,WR,2019,2,LAR,NOR,9/15/2019,H,,27,9,-2,52.5,-18,outdoors,grass,"85 degrees, relative humidity 44%, wind 4 mph",85,4,1,2,0,2,4,3,74,1,57,0,0,0,65,97%
583,Josh Reynolds,WR,2019,2,LAR,NOR,9/15/2019,H,,27,9,-2,52.5,-18,outdoors,grass,"85 degrees, relative humidity 44%, wind 4 mph",85,4,0,0,0,0,1,0,0,0,0,0,0,0,3,4%
584,Jojo Natson,WR,2019,2,LAR,NOR,9/15/2019,H,,27,9,-2,52.5,-18,outdoors,grass,"85 degrees, relative humidity 44%, wind 4 mph",85,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0%
587,Cordarrelle Patterson,WR,2019,2,CHI,DEN,9/15/2019,A,,16,14,-3,41,-2,outdoors,grass,"87 degrees, relative humidity 14%, wind 3 mph",87,3,2,50,0,46,0,0,0,0,0,0,0,0,15,25%
589,Taylor Gabriel,WR,2019,2,CHI,DEN,9/15/2019,A,,16,14,-3,41,-2,outdoors,grass,"87 degrees, relative humidity 14%, wind 3 mph",87,3,1,14,0,14,2,1,11,0,11,0,0,0,52,87%
591,Allen Robinson,WR,2019,2,CHI,DEN,9/15/2019,A,,16,14,-3,41,-2,outdoors,grass,"87 degrees, relative humidity 14%, wind 3 mph",87,3,0,0,0,0,7,4,41,0,25,0,0,0,54,90%
595,Anthony Miller,WR,2019,2,CHI,DEN,9/15/2019,A,,16,14,-3,41,-2,outdoors,grass,"87 degrees, relative humidity 14%, wind 3 mph",87,3,0,0,0,0,1,1,2,0,2,0,0,0,31,52%
