,Player,Pos,Year,Week,Team,Opponent Abbrev,Date,H/A,OT,Team Score,Opponent Score,Spread,Over/Under,Actual Margin,Indoor/Outdoor,Surface,Weather,Temperature,Wind,Rush Att,Rush Yds,Rush TD,Rush Lng,Rec Tgt,Rec Rec,Rec Yds,Rec TD,Rec Lng,Fmb,FL,2PT,Off Num,Off Pct
19591,Brenton Bersin,WR,2016,13,CAR,SEA,12/4/2016,A,,7,40,8,43.5,33,outdoors,fieldturf ,"37 degrees, wind 4 mph",37,4,0,0,0,0,1,1,7,0,7,0,0,0,7,12%
19593,Corey Brown,WR,2016,13,CAR,SEA,12/4/2016,A,,7,40,8,43.5,33,outdoors,fieldturf ,"37 degrees, wind 4 mph",37,4,1,-3,0,-3,2,0,0,0,0,0,0,0,37,64%
19597,Tyler Lockett,WR,2016,13,SEA,CAR,12/4/2016,H,,40,7,-8,43.5,-33,outdoors,fieldturf ,"37 degrees, wind 4 mph",37,4,1,75,1,75,6,5,63,0,40,0,0,0,44,62%
19600,Jermaine Kearse,WR,2016,13,SEA,CAR,12/4/2016,H,,40,7,-8,43.5,-33,outdoors,fieldturf ,"37 degrees, wind 4 mph",37,4,0,0,0,0,9,5,68,0,31,0,0,0,64,90%
19601,Doug Baldwin,WR,2016,13,SEA,CAR,12/4/2016,H,,40,7,-8,43.5,-33,outdoors,fieldturf ,"37 degrees, wind 4 mph",37,4,0,0,0,0,7,7,65,0,29,1,0,0,61,86%
19604,Tanner McEvoy,WR,2016,13,SEA,CAR,12/4/2016,H,,40,7,-8,43.5,-33,outdoors,fieldturf ,"37 degrees, wind 4 mph",37,4,0,0,0,0,2,1,14,0,14,0,0,0,17,24%
19610,Phillip Dorsett,WR,2016,13,IND,NYJ,12/5/2016,A,,41,10,1,48.5,-31,outdoors,fieldturf ,"45 degrees, wind 6 mph",45,6,1,7,0,7,1,0,0,0,0,0,0,0,40,55%
19612,TY Hilton,WR,2016,13,IND,NYJ,12/5/2016,A,,41,10,1,48.5,-31,outdoors,fieldturf ,"45 degrees, wind 6 mph",45,6,0,0,0,0,10,9,146,0,34,0,0,0,46,63%
19615,Donte Moncrief,WR,2016,13,IND,NYJ,12/5/2016,A,,41,10,1,48.5,-31,outdoors,fieldturf ,"45 degrees, wind 6 mph",45,6,0,0,0,0,6,4,26,1,10,0,0,0,64,88%
19617,Chester Rogers,WR,2016,13,IND,NYJ,12/5/2016,A,,41,10,1,48.5,-31,outdoors,fieldturf ,"45 degrees, wind 6 mph",45,6,0,0,0,0,0,0,0,0,0,0,0,0,18,25%
19623,Robby Anderson,WR,2016,13,NYJ,IND,12/5/2016,H,,10,41,-1,48.5,31,outdoors,fieldturf ,"45 degrees, wind 6 mph",45,6,0,0,0,0,12,4,61,1,40,0,0,0,42,81%
19624,Brandon Marshall,WR,2016,13,NYJ,IND,12/5/2016,H,,10,41,-1,48.5,31,outdoors,fieldturf ,"45 degrees, wind 6 mph",45,6,0,0,0,0,8,4,43,0,17,0,0,0,48,92%
19627,Quincy Enunwa,WR,2016,13,NYJ,IND,12/5/2016,H,,10,41,-1,48.5,31,outdoors,fieldturf ,"45 degrees, wind 6 mph",45,6,0,0,0,0,2,1,10,0,10,0,0,0,48,92%
19628,Charone Peake,WR,2016,13,NYJ,IND,12/5/2016,H,,10,41,-1,48.5,31,outdoors,fieldturf ,"45 degrees, wind 6 mph",45,6,0,0,0,0,2,0,0,0,0,0,0,0,17,33%
19629,Jeremy Ross,WR,2016,13,NYJ,IND,12/5/2016,H,,10,41,-1,48.5,31,outdoors,fieldturf ,"45 degrees, wind 6 mph",45,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0%
19633,Amari Cooper,WR,2016,14,OAK,KAN,12/8/2016,A,,13,21,3.5,46,8,outdoors,grass ,"21 degrees, wind 7 mph",21,7,0,0,0,0,10,5,29,0,10,0,0,0,74,99%
19636,Michael Crabtree,WR,2016,14,OAK,KAN,12/8/2016,A,,13,21,3.5,46,8,outdoors,grass ,"21 degrees, wind 7 mph",21,7,0,0,0,0,7,4,21,0,12,0,0,0,64,85%
19637,Seth Roberts,WR,2016,14,OAK,KAN,12/8/2016,A,,13,21,3.5,46,8,outdoors,grass ,"21 degrees, wind 7 mph",21,7,0,0,0,0,9,2,12,0,13,0,0,0,71,95%
19639,Andre Holmes,WR,2016,14,OAK,KAN,12/8/2016,A,,13,21,3.5,46,8,outdoors,grass ,"21 degrees, wind 7 mph",21,7,0,0,0,0,1,0,0,0,0,0,0,0,12,16%
19644,Tyreek Hill,WR,2016,14,KAN,OAK,12/8/2016,H,,21,13,-3.5,46,-8,outdoors,grass ,"21 degrees, wind 7 mph",21,7,1,2,0,2,6,6,66,1,36,1,1,0,25,45%
19646,Chris Conley,WR,2016,14,KAN,OAK,12/8/2016,H,,21,13,-3.5,46,-8,outdoors,grass ,"21 degrees, wind 7 mph",21,7,0,0,0,0,3,2,70,0,39,0,0,0,37,67%
19647,Jeremy Maclin,WR,2016,14,KAN,OAK,12/8/2016,H,,21,13,-3.5,46,-8,outdoors,grass ,"21 degrees, wind 7 mph",21,7,0,0,0,0,3,1,16,0,16,0,0,0,42,76%
19648,De'Anthony Thomas,WR,2016,14,KAN,OAK,12/8/2016,H,,21,13,-3.5,46,-8,outdoors,grass ,"21 degrees, wind 7 mph",21,7,0,0,0,0,1,1,1,0,1,0,0,0,2,4%
19649,Albert Wilson,WR,2016,14,KAN,OAK,12/8/2016,H,,21,13,-3.5,46,-8,outdoors,grass ,"21 degrees, wind 7 mph",21,7,0,0,0,0,1,0,0,0,0,0,0,0,11,20%
19654,Cameron Meredith,WR,2016,14,CHI,DET,12/11/2016,A,,17,20,7.5,42,3,dome,fieldturf ,indoors,,,0,0,0,0,8,6,72,1,31,0,0,0,45,80%
19655,Josh Bellamy,WR,2016,14,CHI,DET,12/11/2016,A,,17,20,7.5,42,3,dome,fieldturf ,indoors,,,0,0,0,0,7,3,45,0,23,0,0,0,45,80%
19657,Deonte Thompson,WR,2016,14,CHI,DET,12/11/2016,A,,17,20,7.5,42,3,dome,fieldturf ,indoors,,,0,0,0,0,4,2,28,0,24,0,0,0,49,88%
19658,Daniel Braverman,WR,2016,14,CHI,DET,12/11/2016,A,,17,20,7.5,42,3,dome,fieldturf ,indoors,,,0,0,0,0,1,0,0,0,0,0,0,0,10,18%
19662,Marvin Jones,WR,2016,14,DET,CHI,12/11/2016,H,,20,17,-7.5,42,-3,dome,fieldturf ,indoors,,,0,0,0,0,5,4,67,0,48,0,0,0,60,83%
19663,Anquan Boldin,WR,2016,14,DET,CHI,12/11/2016,H,,20,17,-7.5,42,-3,dome,fieldturf ,indoors,,,0,0,0,0,6,3,49,1,23,0,0,0,58,81%
19665,Andre Roberts,WR,2016,14,DET,CHI,12/11/2016,H,,20,17,-7.5,42,-3,dome,fieldturf ,indoors,,,0,0,0,0,2,0,0,0,0,0,0,0,22,31%
19667,Golden Tate,WR,2016,14,DET,CHI,12/11/2016,H,,20,17,-7.5,42,-3,dome,fieldturf ,indoors,,,1,-1,0,-1,11,6,58,0,14,0,0,0,63,88%
19673,DeAndre Hopkins,WR,2016,14,HOU,IND,12/11/2016,A,,22,17,6.5,47.5,-5,retractable roof (closed),fieldturf ,indoors,,,0,0,0,0,4,2,33,0,22,0,0,0,71,99%
19676,Will Fuller,WR,2016,14,HOU,IND,12/11/2016,A,,22,17,6.5,47.5,-5,retractable roof (closed),fieldturf ,indoors,,,0,0,0,0,4,2,22,0,16,0,0,0,58,81%
19677,Keith Mumphery,WR,2016,14,HOU,IND,12/11/2016,A,,22,17,6.5,47.5,-5,retractable roof (closed),fieldturf ,indoors,,,0,0,0,0,2,2,16,0,10,0,0,0,42,58%
19681,TY Hilton,WR,2016,14,IND,HOU,12/11/2016,H,,17,22,-6.5,47.5,5,retractable roof (closed),fieldturf ,indoors,,,0,0,0,0,13,9,115,1,35,0,0,0,63,95%
19683,Chester Rogers,WR,2016,14,IND,HOU,12/11/2016,H,,17,22,-6.5,47.5,5,retractable roof (closed),fieldturf ,indoors,,,0,0,0,0,2,1,21,0,21,0,0,0,18,27%
19684,Phillip Dorsett,WR,2016,14,IND,HOU,12/11/2016,H,,17,22,-6.5,47.5,5,retractable roof (closed),fieldturf ,indoors,,,0,0,0,0,8,3,19,0,8,0,0,0,53,80%
19685,Donte Moncrief,WR,2016,14,IND,HOU,12/11/2016,H,,17,22,-6.5,47.5,5,retractable roof (closed),fieldturf ,indoors,,,0,0,0,0,4,0,0,0,0,0,0,0,47,71%
19692,Tyler Boyd,WR,2016,14,CIN,CLE,12/11/2016,A,,23,10,-4.5,42,-13,outdoors,grass ,"28 degrees, wind 15 mph",28,15,2,40,0,39,6,6,49,0,11,0,0,0,41,58%
19694,Brandon LaFell,WR,2016,14,CIN,CLE,12/11/2016,A,,23,10,-4.5,42,-13,outdoors,grass ,"28 degrees, wind 15 mph",28,15,0,0,0,0,6,3,22,0,11,0,0,0,65,92%
19695,Alex Erickson,WR,2016,14,CIN,CLE,12/11/2016,A,,23,10,-4.5,42,-13,outdoors,grass ,"28 degrees, wind 15 mph",28,15,0,0,0,0,2,1,16,0,16,0,0,0,14,20%
19696,Cody Core,WR,2016,14,CIN,CLE,12/11/2016,A,,23,10,-4.5,42,-13,outdoors,grass ,"28 degrees, wind 15 mph",28,15,0,0,0,0,2,1,8,0,8,0,0,0,57,80%
19700,Corey Coleman,WR,2016,14,CLE,CIN,12/11/2016,H,,10,23,4.5,42,13,outdoors,grass ,"28 degrees, wind 15 mph",28,15,1,1,0,1,11,3,26,0,15,0,0,0,46,85%
19704,Andrew Hawkins,WR,2016,14,CLE,CIN,12/11/2016,H,,10,23,4.5,42,13,outdoors,grass ,"28 degrees, wind 15 mph",28,15,0,0,0,0,1,1,4,0,4,0,0,0,29,54%
19705,Terrelle Pryor,WR,2016,14,CLE,CIN,12/11/2016,H,,10,23,4.5,42,13,outdoors,grass ,"28 degrees, wind 15 mph",28,15,0,0,0,0,3,1,3,0,3,0,0,0,49,91%
19707,Ricardo Louis,WR,2016,14,CLE,CIN,12/11/2016,H,,10,23,4.5,42,13,outdoors,grass ,"28 degrees, wind 15 mph",28,15,0,0,0,0,0,0,0,0,0,0,0,0,1,2%
19711,Dontrelle Inman,WR,2016,14,SDG,CAR,12/11/2016,A,,16,28,1,48.5,12,outdoors,grass ,"37 degrees, wind 6 mph",37,6,0,0,0,0,7,6,71,1,20,0,0,0,61,94%
19712,Tyrell Williams,WR,2016,14,SDG,CAR,12/11/2016,A,,16,28,1,48.5,12,outdoors,grass ,"37 degrees, wind 6 mph",37,6,0,0,0,0,5,2,68,0,46,0,0,0,61,94%
19715,Travis Benjamin,WR,2016,14,SDG,CAR,12/11/2016,A,,16,28,1,48.5,12,outdoors,grass ,"37 degrees, wind 6 mph",37,6,1,-2,0,-2,3,0,0,0,0,0,0,0,44,68%
19716,Isaiah Burse,WR,2016,14,SDG,CAR,12/11/2016,A,,16,28,1,48.5,12,outdoors,grass ,"37 degrees, wind 6 mph",37,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0%
19720,Corey Brown,WR,2016,14,CAR,SDG,12/11/2016,H,,28,16,-1,48.5,-12,outdoors,grass ,"37 degrees, wind 6 mph",37,6,1,9,0,9,3,1,8,0,8,0,0,0,24,35%
19721,Ted Ginn,WR,2016,14,CAR,SDG,12/11/2016,H,,28,16,-1,48.5,-12,outdoors,grass ,"37 degrees, wind 6 mph",37,6,2,5,0,8,4,2,21,0,11,0,0,0,43,62%
19723,Devin Funchess,WR,2016,14,CAR,SDG,12/11/2016,H,,28,16,-1,48.5,-12,outdoors,grass ,"37 degrees, wind 6 mph",37,6,0,0,0,0,5,2,33,1,27,0,0,0,21,30%
19724,Kelvin Benjamin,WR,2016,14,CAR,SDG,12/11/2016,H,,28,16,-1,48.5,-12,outdoors,grass ,"37 degrees, wind 6 mph",37,6,0,0,0,0,4,1,11,0,11,0,0,0,53,77%
19730,Antonio Brown,WR,2016,14,PIT,BUF,12/11/2016,A,,27,20,-1,45.5,-7,outdoors,a_turf,"27 degrees, wind 9 mph",27,9,0,0,0,0,11,5,78,0,40,0,0,0,75,100%
19732,Eli Rogers,WR,2016,14,PIT,BUF,12/11/2016,A,,27,20,-1,45.5,-7,outdoors,a_turf,"27 degrees, wind 9 mph",27,9,0,0,0,0,3,3,20,0,9,0,0,0,35,47%
19734,Cobi Hamilton,WR,2016,14,PIT,BUF,12/11/2016,A,,27,20,-1,45.5,-7,outdoors,a_turf,"27 degrees, wind 9 mph",27,9,0,0,0,0,2,1,15,0,15,0,0,0,34,45%
19740,Sammy Watkins,WR,2016,14,BUF,PIT,12/11/2016,H,,20,27,1,45.5,7,outdoors,a_turf,"27 degrees, wind 9 mph",27,9,0,0,0,0,6,4,54,1,18,0,0,0,49,94%
19742,Robert Woods,WR,2016,14,BUF,PIT,12/11/2016,H,,20,27,1,45.5,7,outdoors,a_turf,"27 degrees, wind 9 mph",27,9,0,0,0,0,3,1,29,0,29,0,0,0,27,52%
19744,Marquise Goodwin,WR,2016,14,BUF,PIT,12/11/2016,H,,20,27,1,45.5,7,outdoors,a_turf,"27 degrees, wind 9 mph",27,9,0,0,0,0,2,0,0,0,0,0,0,0,43,83%
19745,Brandon Tate,WR,2016,14,BUF,PIT,12/11/2016,H,,20,27,1,45.5,7,outdoors,a_turf,"27 degrees, wind 9 mph",27,9,0,0,0,0,0,0,0,0,0,0,0,0,5,10%
19749,DeSean Jackson,WR,2016,14,WAS,PHI,12/11/2016,A,,27,22,-2,48.5,-5,outdoors,grass ,"35 degrees, wind 3 mph",35,3,0,0,0,0,4,3,102,1,80,0,0,0,42,88%
19750,Pierre Garcon,WR,2016,14,WAS,PHI,12/11/2016,A,,27,22,-2,48.5,-5,outdoors,grass ,"35 degrees, wind 3 mph",35,3,0,0,0,0,6,5,59,1,16,0,0,0,42,88%
19751,Jamison Crowder,WR,2016,14,WAS,PHI,12/11/2016,A,,27,22,-2,48.5,-5,outdoors,grass ,"35 degrees, wind 3 mph",35,3,0,0,0,0,5,2,37,0,33,0,0,0,41,85%
19759,Jordan Matthews,WR,2016,14,PHI,WAS,12/11/2016,H,,22,27,2,48.5,5,outdoors,grass ,"35 degrees, wind 3 mph",35,3,0,0,0,0,10,8,79,0,16,0,0,0,76,97%
19761,Nelson Agholor,WR,2016,14,PHI,WAS,12/11/2016,H,,22,27,2,48.5,5,outdoors,grass ,"35 degrees, wind 3 mph",35,3,0,0,0,0,4,2,22,0,13,0,0,0,68,87%
19762,Paul Turner,WR,2016,14,PHI,WAS,12/11/2016,H,,22,27,2,48.5,5,outdoors,grass ,"35 degrees, wind 3 mph",35,3,0,0,0,0,2,1,16,0,16,0,0,0,31,40%
19767,Demaryius Thomas,WR,2016,14,DEN,TEN,12/11/2016,A,,10,13,2,44,3,outdoors,grass ,"50 degrees, wind 5 mph",50,5,0,0,0,0,16,10,126,0,34,0,0,0,62,95%
19768,Emmanuel Sanders,WR,2016,14,DEN,TEN,12/11/2016,A,,10,13,2,44,3,outdoors,grass ,"50 degrees, wind 5 mph",50,5,0,0,0,0,14,11,100,1,17,0,0,0,60,92%
19770,Jordan Taylor,WR,2016,14,DEN,TEN,12/11/2016,A,,10,13,2,44,3,outdoors,grass ,"50 degrees, wind 5 mph",50,5,0,0,0,0,4,3,18,0,15,0,0,0,35,54%
19771,Cody Latimer,WR,2016,14,DEN,TEN,12/11/2016,A,,10,13,2,44,3,outdoors,grass ,"50 degrees, wind 5 mph",50,5,0,0,0,0,2,1,16,0,16,0,0,0,7,11%
19772,Bennie Fowler,WR,2016,14,DEN,TEN,12/11/2016,A,,10,13,2,44,3,outdoors,grass ,"50 degrees, wind 5 mph",50,5,0,0,0,0,4,1,5,0,5,0,0,0,34,52%
19774,Kalif Raymond,WR,2016,14,DEN,TEN,12/11/2016,A,,10,13,2,44,3,outdoors,grass ,"50 degrees, wind 5 mph",50,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0%
19779,Rishard Matthews,WR,2016,14,TEN,DEN,12/11/2016,H,,13,10,-2,44,-3,outdoors,grass ,"50 degrees, wind 5 mph",50,5,0,0,0,0,3,1,26,0,26,0,0,0,62,93%
19781,Harry Douglas,WR,2016,14,TEN,DEN,12/11/2016,H,,13,10,-2,44,-3,outdoors,grass ,"50 degrees, wind 5 mph",50,5,0,0,0,0,2,1,10,0,10,0,0,0,18,27%
19782,Tajae Sharpe,WR,2016,14,TEN,DEN,12/11/2016,H,,13,10,-2,44,-3,outdoors,grass ,"50 degrees, wind 5 mph",50,5,0,0,0,0,1,0,0,0,0,0,0,0,46,69%
19784,Marc Mariani,WR,2016,14,TEN,DEN,12/11/2016,H,,13,10,-2,44,-3,outdoors,grass ,"50 degrees, wind 5 mph",50,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1%
19787,JJ Nelson,WR,2016,14,ARI,MIA,12/11/2016,A,,23,26,-2,44,3,outdoors,grass ,"77 degrees, wind 18 mph",77,18,1,56,1,56,2,1,8,1,8,0,0,0,22,31%
19790,Michael Floyd,WR,2016,14,ARI,MIA,12/11/2016,A,,23,26,-2,44,3,outdoors,grass ,"77 degrees, wind 18 mph",77,18,0,0,0,0,3,2,18,0,15,0,0,0,69,99%
19791,Larry Fitzgerald,WR,2016,14,ARI,MIA,12/11/2016,A,,23,26,-2,44,3,outdoors,grass ,"77 degrees, wind 18 mph",77,18,0,0,0,0,9,3,12,0,8,0,0,0,68,97%
19793,Brittan Golden,WR,2016,14,ARI,MIA,12/11/2016,A,,23,26,-2,44,3,outdoors,grass ,"77 degrees, wind 18 mph",77,18,0,0,0,0,1,1,9,1,9,0,0,0,3,4%
19799,Jarvis Landry,WR,2016,14,MIA,ARI,12/11/2016,H,,26,23,2,44,-3,outdoors,grass ,"77 degrees, wind 18 mph",77,18,0,0,0,0,6,4,103,0,71,1,1,0,58,97%
19800,Kenny Stills,WR,2016,14,MIA,ARI,12/11/2016,H,,26,23,2,44,-3,outdoors,grass ,"77 degrees, wind 18 mph",77,18,0,0,0,0,7,6,97,1,29,0,0,0,57,95%
19801,DeVante Parker,WR,2016,14,MIA,ARI,12/11/2016,H,,26,23,2,44,-3,outdoors,grass ,"77 degrees, wind 18 mph",77,18,0,0,0,0,3,2,14,0,11,0,0,0,58,97%
19806,Adam Thielen,WR,2016,14,MIN,JAX,12/11/2016,A,,25,16,-3,38,-9,outdoors,grass ,"71 degrees, wind 5 mph",71,5,0,0,0,0,5,4,101,0,41,0,0,0,45,68%
19808,Stefon Diggs,WR,2016,14,MIN,JAX,12/11/2016,A,,25,16,-3,38,-9,outdoors,grass ,"71 degrees, wind 5 mph",71,5,0,0,0,0,5,3,55,0,45,0,0,0,38,58%
19809,Cordarrelle Patterson,WR,2016,14,MIN,JAX,12/11/2016,A,,25,16,-3,38,-9,outdoors,grass ,"71 degrees, wind 5 mph",71,5,0,0,0,0,4,3,18,0,11,0,0,0,32,48%
19810,Charles Johnson,WR,2016,14,MIN,JAX,12/11/2016,A,,25,16,-3,38,-9,outdoors,grass ,"71 degrees, wind 5 mph",71,5,0,0,0,0,1,1,6,0,6,0,0,0,15,23%
19817,Marqise Lee,WR,2016,14,JAX,MIN,12/11/2016,H,,16,25,3,38,9,outdoors,grass ,"71 degrees, wind 5 mph",71,5,0,0,0,0,8,5,113,0,39,0,0,0,48,73%
19818,Bryan Walters,WR,2016,14,JAX,MIN,12/11/2016,H,,16,25,3,38,9,outdoors,grass ,"71 degrees, wind 5 mph",71,5,0,0,0,0,4,4,31,1,14,0,0,0,47,71%
19819,Neal Sterling,WR,2016,14,JAX,MIN,12/11/2016,H,,16,25,3,38,9,outdoors,grass ,"71 degrees, wind 5 mph",71,5,0,0,0,0,5,3,27,0,13,0,0,0,28,42%
19821,Shane Wynn,WR,2016,14,JAX,MIN,12/11/2016,H,,16,25,3,38,9,outdoors,grass ,"71 degrees, wind 5 mph",71,5,0,0,0,0,3,1,19,0,19,0,0,0,11,17%
19822,Allen Robinson,WR,2016,14,JAX,MIN,12/11/2016,H,,16,25,3,38,9,outdoors,grass ,"71 degrees, wind 5 mph",71,5,0,0,0,0,3,1,17,0,17,0,0,0,62,94%
19824,Arrelious Benn,WR,2016,14,JAX,MIN,12/11/2016,H,,16,25,3,38,9,outdoors,grass ,"71 degrees, wind 5 mph",71,5,0,0,0,0,1,0,0,0,0,0,0,0,12,18%
19827,Robby Anderson,WR,2016,14,NYJ,SFO,12/11/2016,A,OT,23,17,49,42.5,-6,outdoors,grass,"54 degrees, wind 8 mph",54,8,2,12,0,13,11,6,99,0,40,0,0,0,64,76%
19831,Brandon Marshall,WR,2016,14,NYJ,SFO,12/11/2016,A,OT,23,17,49,42.5,-6,outdoors,grass,"54 degrees, wind 8 mph",54,8,0,0,0,0,5,3,33,0,20,0,0,0,78,93%
19832,Quincy Enunwa,WR,2016,14,NYJ,SFO,12/11/2016,A,OT,23,17,49,42.5,-6,outdoors,grass,"54 degrees, wind 8 mph",54,8,0,0,0,0,7,3,29,0,16,0,0,0,75,89%
19834,Charone Peake,WR,2016,14,NYJ,SFO,12/11/2016,A,OT,23,17,49,42.5,-6,outdoors,grass,"54 degrees, wind 8 mph",54,8,0,0,0,0,2,1,10,0,10,0,0,0,35,42%
19838,Jeremy Kerley,WR,2016,14,SFO,NYJ,12/11/2016,H,OT,17,23,-49,42.5,6,outdoors,grass,"54 degrees, wind 8 mph",54,8,0,0,0,0,8,5,50,0,27,0,0,0,40,70%
19839,Quinton Patton,WR,2016,14,SFO,NYJ,12/11/2016,H,OT,17,23,-49,42.5,6,outdoors,grass,"54 degrees, wind 8 mph",54,8,0,0,0,0,6,4,31,0,19,0,0,0,49,86%
19841,Chris Harper,WR,2016,14,SFO,NYJ,12/11/2016,H,OT,17,23,-49,42.5,6,outdoors,grass,"54 degrees, wind 8 mph",54,8,0,0,0,0,5,1,8,0,8,0,0,0,25,44%
19842,Rod Streater,WR,2016,14,SFO,NYJ,12/11/2016,H,OT,17,23,-49,42.5,6,outdoors,grass,"54 degrees, wind 8 mph",54,8,0,0,0,0,1,1,7,0,7,0,0,0,8,14%
19844,Torrey Smith,WR,2016,14,SFO,NYJ,12/11/2016,H,OT,17,23,-49,42.5,6,outdoors,grass,"54 degrees, wind 8 mph",54,8,0,0,0,0,1,0,0,0,0,0,0,0,30,53%
19848,Willie Snead,WR,2016,14,NOR,TAM,12/11/2016,A,,11,16,2,52,5,outdoors,grass ,"79 degrees, wind 9 mph",79,9,0,0,0,0,8,6,85,0,29,0,0,0,48,79%
19849,Brandin Cooks,WR,2016,14,NOR,TAM,12/11/2016,A,,11,16,2,52,5,outdoors,grass ,"79 degrees, wind 9 mph",79,9,0,0,0,0,10,5,61,0,38,0,0,0,52,85%
19850,Brandon Coleman,WR,2016,14,NOR,TAM,12/11/2016,A,,11,16,2,52,5,outdoors,grass ,"79 degrees, wind 9 mph",79,9,0,0,0,0,8,5,47,0,16,0,0,0,51,84%
19855,Tommylee Lewis,WR,2016,14,NOR,TAM,12/11/2016,A,,11,16,2,52,5,outdoors,grass ,"79 degrees, wind 9 mph",79,9,0,0,0,0,0,0,0,0,0,0,0,0,6,10%
19859,Josh Huff,WR,2016,14,TAM,NOR,12/11/2016,H,,16,11,-2,52,-5,outdoors,grass ,"79 degrees, wind 9 mph",79,9,1,5,0,5,2,1,17,0,17,0,0,0,27,41%
19861,Mike Evans,WR,2016,14,TAM,NOR,12/11/2016,H,,16,11,-2,52,-5,outdoors,grass ,"79 degrees, wind 9 mph",79,9,0,0,0,0,8,4,42,0,13,0,0,0,51,77%
19862,Russell Shepard,WR,2016,14,TAM,NOR,12/11/2016,H,,16,11,-2,52,-5,outdoors,grass ,"79 degrees, wind 9 mph",79,9,0,0,0,0,3,1,17,0,17,0,0,0,44,67%
19864,Freddie Martino,WR,2016,14,TAM,NOR,12/11/2016,H,,16,11,-2,52,-5,outdoors,grass ,"79 degrees, wind 9 mph",79,9,0,0,0,0,1,0,0,0,0,0,0,0,16,24%
19871,Taylor Gabriel,WR,2016,14,ATL,LAR,12/11/2016,A,,42,14,-4.5,44,-28,outdoors,grass,"65 degrees, wind 1 mph",65,1,1,0,0,0,6,3,82,1,64,0,0,0,45,78%
19872,Nick Williams,WR,2016,14,ATL,LAR,12/11/2016,A,,42,14,-4.5,44,-28,outdoors,grass,"65 degrees, wind 1 mph",65,1,0,0,0,0,5,4,49,0,19,0,0,0,7,12%
19873,Aldrick Robinson,WR,2016,14,ATL,LAR,12/11/2016,A,,42,14,-4.5,44,-28,outdoors,grass,"65 degrees, wind 1 mph",65,1,0,0,0,0,6,3,42,0,25,0,0,0,50,86%
19875,Justin Hardy,WR,2016,14,ATL,LAR,12/11/2016,A,,42,14,-4.5,44,-28,outdoors,grass,"65 degrees, wind 1 mph",65,1,0,0,0,0,2,2,9,1,6,0,0,0,32,55%
19880,Tavon Austin,WR,2016,14,LAR,ATL,12/11/2016,H,,14,42,4.5,44,28,outdoors,grass,"65 degrees, wind 1 mph",65,1,2,27,0,23,11,7,62,0,17,0,0,0,48,67%
19882,Kenny Britt,WR,2016,14,LAR,ATL,12/11/2016,H,,14,42,4.5,44,28,outdoors,grass,"65 degrees, wind 1 mph",65,1,0,0,0,0,12,7,82,0,28,0,0,0,59,82%
19883,Pharoh Cooper,WR,2016,14,LAR,ATL,12/11/2016,H,,14,42,4.5,44,28,outdoors,grass,"65 degrees, wind 1 mph",65,1,0,0,0,0,3,3,22,0,19,0,0,0,25,35%
19884,Mike Thomas,WR,2016,14,LAR,ATL,12/11/2016,H,,14,42,4.5,44,28,outdoors,grass,"65 degrees, wind 1 mph",65,1,0,0,0,0,1,1,16,0,16,1,1,0,12,17%
19886,Brian Quick,WR,2016,14,LAR,ATL,12/11/2016,H,,14,42,4.5,44,28,outdoors,grass,"65 degrees, wind 1 mph",65,1,0,0,0,0,3,1,10,0,10,0,0,0,51,71%
19891,Tyler Lockett,WR,2016,14,SEA,GNB,12/11/2016,A,,10,38,-3,47,28,outdoors,grass ,"26 degrees, wind 5 mph",26,5,2,15,0,13,6,4,41,0,15,0,0,0,43,61%
19893,Doug Baldwin,WR,2016,14,SEA,GNB,12/11/2016,A,,10,38,-3,47,28,outdoors,grass ,"26 degrees, wind 5 mph",26,5,0,0,0,0,11,6,46,0,10,0,0,0,60,85%
19894,Tanner McEvoy,WR,2016,14,SEA,GNB,12/11/2016,A,,10,38,-3,47,28,outdoors,grass ,"26 degrees, wind 5 mph",26,5,0,0,0,0,3,3,41,1,21,0,0,0,16,23%
19898,Jermaine Kearse,WR,2016,14,SEA,GNB,12/11/2016,A,,10,38,-3,47,28,outdoors,grass ,"26 degrees, wind 5 mph",26,5,0,0,0,0,6,1,7,0,7,0,0,0,53,75%
19901,Ty Montgomery,WR,2016,14,GNB,SEA,12/11/2016,H,,38,10,3,47,-28,outdoors,grass ,"26 degrees, wind 5 mph",26,5,9,41,1,17,4,3,45,0,24,0,0,0,30,51%
19903,Jeff Janis,WR,2016,14,GNB,SEA,12/11/2016,H,,38,10,3,47,-28,outdoors,grass ,"26 degrees, wind 5 mph",26,5,1,19,1,19,0,0,0,0,0,0,0,0,3,5%
19906,Davante Adams,WR,2016,14,GNB,SEA,12/11/2016,H,,38,10,3,47,-28,outdoors,grass ,"26 degrees, wind 5 mph",26,5,0,0,0,0,6,4,104,1,66,0,0,0,53,90%
19907,Jordy Nelson,WR,2016,14,GNB,SEA,12/11/2016,H,,38,10,3,47,-28,outdoors,grass ,"26 degrees, wind 5 mph",26,5,0,0,0,0,7,6,41,2,11,0,0,0,55,93%
